[2026-09-18T09:14:33.656+00:00] PID:2448732 CPU:NA% RSS_KIB:1920 MEM:0.01207% STATE:R THREADS:1 WCHAN:p9_client_rpc
[2026-09-18T09:14:38.182+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:1 WCHAN:do_select
[2026-09-18T09:14:38.684+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:38.684+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:1 WCHAN:do_select
[2026-09-18T09:14:39.186+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:39.186+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:1 WCHAN:do_select
[2026-09-18T09:14:39.689+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:39.689+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:1 WCHAN:do_select
[2026-09-18T09:14:40.191+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:40.192+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:1 WCHAN:do_select
[2026-09-18T09:14:40.694+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:40.695+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:1 WCHAN:do_select
[2026-09-18T09:14:41.198+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:41.198+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:41.701+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:41.701+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:42.203+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:42.204+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:42.706+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:42.707+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:43.209+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:43.210+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:43.712+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:43.712+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:44.215+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:44.215+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:44.717+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:44.718+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:45.220+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:45.220+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:45.722+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:45.723+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:46.225+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:46.226+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:46.729+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:46.730+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:47.232+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:47.232+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:47.734+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:47.735+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:48.237+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:48.237+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:48.739+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:48.740+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:49.242+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:49.242+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:49.744+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:49.745+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:50.247+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:50.247+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:50.749+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:50.750+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:51.252+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:51.252+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:51.754+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:51.755+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:52.257+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:52.257+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:52.760+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:52.760+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:53.262+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:53.262+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:53.764+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:53.765+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:54.267+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:54.267+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:54.769+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:54.770+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:55.272+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:55.272+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:55.774+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:55.775+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:56.277+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:56.278+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:56.780+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:56.780+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:57.282+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:57.282+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:57.784+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:57.786+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:58.289+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:58.290+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:58.792+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:58.793+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:59.295+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:59.295+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:14:59.798+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:14:59.798+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:00.300+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:00.301+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:00.803+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:00.803+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:01.305+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:01.306+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:01.808+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:01.808+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:02.310+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:02.311+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:02.813+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:02.814+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:03.316+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:03.316+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:03.820+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:03.820+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:04.322+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:04.323+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:04.825+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:04.826+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:05.328+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:05.328+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:05.830+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:05.831+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:06.333+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:06.333+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:06.836+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:06.837+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:07.339+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:07.340+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:07.842+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:07.842+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:08.345+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:08.345+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:08.848+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:08.848+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:09.350+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:09.351+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:09.854+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:09.854+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:10.356+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:10.357+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:10.859+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:10.860+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:11.362+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:11.362+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:11.864+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:11.864+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:12.367+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:12.367+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:12.870+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:12.870+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:13.372+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:13.373+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:13.875+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:13.875+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:14.378+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:14.378+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:14.880+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:14.880+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:15.382+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:15.383+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:15.885+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:15.886+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:16.388+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:16.388+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:16.890+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:15:16.891+00:00] PID:2448740 CPU:0.00% RSS_KIB:17664 MEM:0.11108% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:15:17.393+00:00] PID:2448732 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
